Date,Strike price,Close,Expiration
2015-03-03,7900,7.4,58
2015-03-04,7900,9.35,57
2015-03-05,7900,7.2,56
2015-03-09,7900,13.65,52
2015-03-10,7900,10.7,51
2015-03-11,7900,7.7,50
2015-03-12,7900,6.6,49
2015-03-13,7900,10.5,48
2015-03-16,7900,10.65,45
2015-03-17,7900,7.0,44
2015-03-18,7900,8.45,43
2015-03-19,7900,10.6,42
2015-03-20,7900,7.8,41
2015-03-23,7900,7.5,38
2015-03-24,7900,5.35,37
2015-03-25,7900,5.75,36
2015-03-26,7900,15.8,35
2015-03-27,7900,16.4,34
2015-03-30,7900,8.6,31
2015-03-31,7900,10.95,30
2015-04-01,7900,7.2,29
2015-04-06,7900,5.9,24
2015-04-07,7900,4.85,23
2015-04-08,7900,3.85,22
2015-04-09,7900,3.85,21
2015-04-10,7900,3.7,20
2015-04-13,7900,3.5,17
2015-04-15,7900,3.5,15
2015-04-16,7900,3.15,14
2015-04-17,7900,3.2,13
2015-04-20,7900,3.5,10
2015-04-21,7900,4.1,9
2015-04-22,7900,3.3,8
2015-04-23,7900,3.8,7
2015-04-24,7900,3.75,6
2015-04-27,7900,3.4,3
2015-04-28,7900,1.15,2
2015-04-29,7900,0.9,1
2015-04-30,7900,0.05,0
2015-02-13,8000,36.0,76
2015-02-16,8000,36.85,73
2015-02-18,8000,33.0,71
2015-02-19,8000,30.0,70
2015-02-20,8000,37.5,69
2015-02-23,8000,42.0,66
2015-02-24,8000,37.75,65
2015-02-25,8000,30.0,64
2015-02-26,8000,37.8,63
2015-02-27,8000,23.55,62
2015-02-28,8000,14.95,61
2015-03-02,8000,11.55,59
2015-03-03,8000,10.6,58
2015-03-04,8000,11.85,57
2015-03-05,8000,9.25,56
2015-03-09,8000,17.85,52
2015-03-10,8000,12.75,51
2015-03-11,8000,10.75,50
2015-03-12,8000,8.85,49
2015-03-13,8000,13.15,48
2015-03-16,8000,14.35,45
2015-03-17,8000,9.9,44
2015-03-18,8000,11.7,43
2015-03-19,8000,14.75,42
2015-03-20,8000,10.55,41
2015-03-23,8000,10.7,38
2015-03-24,8000,7.5,37
2015-03-25,8000,8.35,36
2015-03-26,8000,24.0,35
2015-03-27,8000,25.5,34
