Date,Strike price,Close,Expiration
2017-02-21, 8650,258.0,2
2017-02-22, 8650,263.35,1
2017-02-23, 8650,270.6,0
2017-01-27, 8850,61.8,27
2017-01-30, 8850,57.8,24
2017-01-31, 8850,38.55,23
2017-02-01, 8850,54.75,22
2017-02-02, 8850,44.95,21
2017-02-03, 8850,49.2,20
2017-02-06, 8850,68.0,17
2017-02-07, 8850,57.85,16
2017-02-08, 8850,58.05,15
2017-02-09, 8850,52.5,14
2017-02-10, 8850,48.0,13
2017-02-13, 8850,46.3,10
2017-02-14, 8850,40.5,9
2017-02-15, 8850,22.4,8
2017-02-16, 8850,26.4,7
2017-02-17, 8850,36.0,6
2017-02-20, 8850,56.7,3
2017-02-21, 8850,69.05,2
2017-02-22, 8850,74.0,1
2017-02-23, 8850,77.6,0
2017-01-27, 8500,244.5,27
2017-01-30, 8500,239.95,24
2017-01-31, 8500,188.0,23
2017-02-01, 8500,269.05,22
2017-02-02, 8500,260.0,21
2017-02-03, 8500,274.2,20
2017-02-06, 8500,324.4,17
2017-02-07, 8500,300.45,16
2017-02-08, 8500,312.75,15
2017-02-09, 8500,310.65,14
2017-02-10, 8500,311.0,13
2017-02-13, 8500,315.25,10
2017-02-14, 8500,308.05,9
2017-02-15, 8500,255.0,8
2017-02-16, 8500,287.15,7
2017-02-17, 8500,324.35,6
2017-02-20, 8500,377.55,3
2017-02-21, 8500,402.0,2
2017-02-22, 8500,416.5,1
2017-02-23, 8500,433.9,0
2017-01-27, 8300,401.0,27
2017-01-30, 8300,395.75,24
2017-01-31, 8300,334.0,23
2017-02-01, 8300,443.5,22
2017-02-02, 8300,438.5,21
2017-02-03, 8300,458.0,20
2017-02-06, 8300,516.4,17
2017-02-07, 8300,497.05,16
2017-02-08, 8300,503.0,15
2017-02-09, 8300,504.25,14
2017-02-10, 8300,504.0,13
2017-02-13, 8300,506.65,10
2017-02-14, 8300,503.0,9
2017-02-15, 8300,442.65,8
2017-02-16, 8300,484.4,7
2017-02-17, 8300,522.0,6
2017-02-20, 8300,574.0,3
2017-02-21, 8300,604.95,2
2017-02-22, 8300,609.55,1
2017-02-23, 8300,639.9,0
2017-02-21, 9150,53.9,37
2017-02-22, 9150,58.1,36
2017-02-23, 9150,55.05,35
2017-02-27, 9150,42.0,31
2017-02-28, 9150,39.6,30
2017-03-01, 9150,50.6,29
2017-03-02, 9150,35.7,28
2017-03-03, 9150,36.75,27
2017-03-06, 9150,48.5,24
2017-03-07, 9150,49.15,23
