Date,Strike price,Close,Expiration
2018-07-17,11200,97.0,44
2018-07-18,11200,88.0,43
2018-07-19,11200,81.5,42
2018-07-20,11200,97.75,41
2018-07-23,11200,120.55,38
2018-07-24,11200,135.5,37
2018-07-25,11200,130.9,36
2018-07-26,11200,144.8,35
2018-07-27,11200,210.55,34
2018-07-30,11200,228.15,31
2018-07-31,11200,247.05,30
2018-08-01,11200,244.9,29
2018-08-02,11200,184.0,28
2018-08-03,11200,253.6,27
2018-08-06,11200,265.05,24
2018-08-07,11200,266.9,23
2018-08-08,11200,306.0,22
2018-08-09,11200,320.7,21
2018-08-10,11200,275.6,20
2018-08-13,11200,231.5,17
2018-08-14,11200,292.95,16
2018-08-16,11200,247.75,14
2018-08-17,11200,304.35,13
2018-08-20,11200,384.35,10
2018-08-21,11200,388.9,9
2018-08-23,11200,394.9,7
2018-08-24,11200,366.85,6
2018-08-27,11200,501.1,3
2018-08-28,11200,546.45,2
2018-08-29,11200,504.1,1
2018-08-30,11200,465.0,0
2018-07-17,11250,80.0,44
2018-07-18,11250,73.0,43
2018-07-19,11250,68.7,42
2018-07-20,11250,80.05,41
2018-07-23,11250,99.65,38
2018-07-24,11250,112.75,37
2018-07-25,11250,110.55,36
2018-07-26,11250,119.65,35
2018-07-27,11250,179.1,34
2018-07-30,11250,195.25,31
2018-07-31,11250,212.35,30
2018-08-01,11250,215.5,29
2018-08-02,11250,153.4,28
2018-08-03,11250,216.3,27
2018-08-06,11250,230.5,24
2018-08-07,11250,229.8,23
2018-08-08,11250,261.9,22
2018-08-09,11250,275.65,21
2018-08-10,11250,235.05,20
2018-08-13,11250,194.15,17
2018-08-14,11250,249.35,16
2018-08-16,11250,208.95,14
2018-08-17,11250,259.15,13
2018-08-20,11250,335.0,10
2018-08-21,11250,341.1,9
2018-08-23,11250,347.4,7
2018-08-24,11250,319.95,6
2018-08-27,11250,458.15,3
2018-08-28,11250,502.25,2
2018-08-29,11250,462.0,1
2018-08-30,11250,420.5,0
2018-07-17,11300,63.9,44
2018-07-18,11300,57.8,43
2018-07-19,11300,52.25,42
2018-07-20,11300,63.75,41
2018-07-23,11300,80.25,38
2018-07-24,11300,91.6,37
2018-07-25,11300,85.6,36
2018-07-26,11300,97.1,35
2018-07-27,11300,150.75,34
2018-07-30,11300,164.9,31
2018-07-31,11300,178.6,30
2018-08-01,11300,178.1,29
2018-08-02,11300,126.1,28
2018-08-03,11300,183.05,27
2018-08-06,11300,192.65,24
2018-08-07,11300,192.95,23
2018-08-08,11300,224.0,22
2018-08-09,11300,237.65,21
2018-08-10,11300,199.6,20
2018-08-13,11300,158.3,17
2018-08-14,11300,212.85,16
2018-08-16,11300,171.35,14
2018-08-17,11300,220.4,13
2018-08-20,11300,293.9,10
2018-08-21,11300,297.1,9
2018-08-23,11300,300.7,7
2018-08-24,11300,276.8,6
2018-08-27,11300,402.9,3
2018-08-28,11300,448.7,2
2018-08-29,11300,399.45,1
2018-08-30,11300,374.0,0
2018-07-17,11350,46.0,44
2018-07-18,11350,49.4,43
2018-07-19,11350,44.35,42
2018-07-20,11350,52.95,41
2018-07-23,11350,65.35,38
2018-07-24,11350,73.2,37
2018-07-25,11350,67.5,36
2018-07-26,11350,76.1,35
2018-07-27,11350,124.1,34
2018-07-30,11350,136.15,31
2018-07-31,11350,148.8,30
2018-08-01,11350,150.75,29
2018-08-02,11350,101.35,28
2018-08-03,11350,151.25,27
2018-08-06,11350,160.3,24
2018-08-07,11350,159.8,23
2018-08-08,11350,187.9,22
2018-08-09,11350,198.75,21
2018-08-10,11350,165.35,20
2018-08-13,11350,127.4,17
2018-08-14,11350,173.75,16
2018-08-16,11350,137.4,14
2018-08-17,11350,178.8,13
2018-08-20,11350,246.15,10
2018-08-21,11350,248.8,9
2018-08-23,11350,254.4,7
2018-08-24,11350,222.4,6
2018-08-27,11350,352.95,3
2018-08-28,11350,398.35,2
2018-08-29,11350,341.55,1
2018-08-30,11350,317.0,0
2018-07-17,11400,41.25,44
2018-07-18,11400,37.35,43
2018-07-19,11400,32.9,42
2018-07-20,11400,39.9,41
2018-07-23,11400,50.35,38
2018-07-24,11400,58.4,37
2018-07-25,11400,54.65,36
2018-07-26,11400,60.0,35
2018-07-27,11400,100.95,34
2018-07-30,11400,111.25,31
2018-07-31,11400,121.75,30
2018-08-01,11400,122.15,29
