"Date","Price","Open","High","Low","Change %"
"Mar 28, 2014","8.804","8.804","8.804","8.804","-0.14%"
"Mar 27, 2014","8.816","8.816","8.816","8.816","0.38%"
"Mar 26, 2014","8.783","8.783","8.783","8.783","-0.06%"
"Mar 25, 2014","8.788","8.788","8.788","8.788","0.06%"
"Mar 24, 2014","8.783","8.783","8.783","8.783","-0.14%"
"Mar 21, 2014","8.795","8.795","8.795","8.795","-0.27%"
"Mar 20, 2014","8.819","8.819","8.819","8.819","0.48%"
"Mar 19, 2014","8.777","8.777","8.777","8.777","-0.26%"
"Mar 18, 2014","8.800","8.800","8.800","8.800","0.10%"
"Mar 14, 2014","8.791","8.791","8.791","8.791","0.64%"
"Mar 13, 2014","8.735","8.735","8.735","8.735","0.23%"
"Mar 12, 2014","8.715","8.715","8.715","8.715","-0.21%"
"Mar 11, 2014","8.733","8.733","8.733","8.733","-0.22%"
"Mar 10, 2014","8.752","8.752","8.752","8.752","-0.68%"
"Mar 09, 2014","8.812","8.812","8.812","8.812","0.01%"
"Mar 07, 2014","8.811","8.811","8.811","8.811","0.22%"
"Mar 06, 2014","8.792","8.792","8.792","8.792","-0.57%"
"Mar 05, 2014","8.842","8.842","8.842","8.842","0.07%"
"Mar 04, 2014","8.836","8.836","8.836","8.836","-0.76%"
"Mar 03, 2014","8.904","8.904","8.904","8.904","0.47%"
"Feb 28, 2014","8.862","8.862","8.862","8.862","-0.59%"
"Feb 26, 2014","8.915","8.915","8.915","8.915","0.45%"
"Feb 25, 2014","8.875","8.875","8.875","8.875","-0.11%"
"Feb 24, 2014","8.885","8.885","8.885","8.885","1.02%"
"Feb 21, 2014","8.795","8.795","8.795","8.795","0.08%"
"Feb 20, 2014","8.788","8.788","8.788","8.788","0.23%"
"Feb 18, 2014","8.768","8.768","8.768","8.768","-0.42%"
"Feb 17, 2014","8.805","8.805","8.805","8.805","-0.03%"
"Feb 14, 2014","8.808","8.808","8.808","8.808","-0.64%"
"Feb 13, 2014","8.865","8.865","8.865","8.865","0.61%"
"Feb 12, 2014","8.811","8.811","8.811","8.811","0.81%"
"Feb 11, 2014","8.740","8.740","8.740","8.740","0.58%"
"Feb 10, 2014","8.690","8.690","8.690","8.690","-0.53%"
"Feb 07, 2014","8.736","8.736","8.736","8.736","0.22%"
"Feb 06, 2014","8.717","8.717","8.717","8.717","0.11%"
"Feb 05, 2014","8.707","8.707","8.707","8.707","0.32%"
"Feb 04, 2014","8.679","8.679","8.679","8.679","-0.63%"
"Feb 03, 2014","8.734","8.734","8.734","8.734","-0.41%"
"Jan 31, 2014","8.770","8.770","8.770","8.770","-0.57%"
"Jan 30, 2014","8.820","8.820","8.820","8.820","0.52%"
"Jan 29, 2014","8.774","8.774","8.774","8.774","0.30%"
"Jan 28, 2014","8.748","8.748","8.748","8.748","-0.19%"
"Jan 27, 2014","8.765","8.765","8.765","8.765","0.31%"
"Jan 24, 2014","8.738","8.738","8.738","8.738","0.84%"
"Jan 23, 2014","8.665","8.665","8.665","8.665","0.66%"
"Jan 22, 2014","8.608","8.608","8.608","8.608","0.64%"
"Jan 21, 2014","8.553","8.553","8.553","8.553","0.42%"
"Jan 20, 2014","8.517","8.517","8.517","8.517","-1.28%"
"Jan 17, 2014","8.627","8.627","8.627","8.627","0.14%"
"Jan 16, 2014","8.615","8.615","8.615","8.615","-0.28%"
"Jan 15, 2014","8.639","8.639","8.639","8.639","-0.83%"
"Jan 13, 2014","8.711","8.711","8.711","8.711","-0.54%"
"Jan 10, 2014","8.758","8.758","8.758","8.758","-0.36%"
"Jan 09, 2014","8.790","8.790","8.790","8.790","-0.12%"
"Jan 08, 2014","8.801","8.801","8.801","8.801","0.14%"
"Jan 07, 2014","8.789","8.789","8.789","8.789","0.07%"
"Jan 06, 2014","8.783","8.783","8.783","8.783","-0.58%"
"Jan 03, 2014","8.834","8.834","8.834","8.834","-0.07%"
"Jan 02, 2014","8.840","8.840","8.840","8.840","-0.05%"
"Jan 01, 2014","8.844","8.844","8.844","8.844","0.27%"
"Dec 31, 2013","8.820","8.820","8.820","8.820","-0.43%"
"Dec 30, 2013","8.858","8.858","8.858","8.858","-1.13%"
"Dec 27, 2013","8.959","8.959","8.959","8.959","0.79%"
"Dec 26, 2013","8.889","8.889","8.889","8.889","0.23%"
"Dec 25, 2013","8.869","8.869","8.869","8.869","0.03%"
"Dec 24, 2013","8.866","8.866","8.866","8.866","0.56%"
"Dec 23, 2013","8.817","8.817","8.817","8.817","0.23%"
"Dec 20, 2013","8.797","8.797","8.797","8.797","0.62%"
"Dec 19, 2013","8.743","8.743","8.743","8.743","-0.47%"
"Dec 18, 2013","8.784","8.784","8.784","8.784","-1.47%"
"Dec 17, 2013","8.915","8.915","8.915","8.915","0.56%"
"Dec 16, 2013","8.865","8.865","8.865","8.865","-0.52%"
"Dec 13, 2013","8.911","8.911","8.911","8.911","0.69%"
"Dec 12, 2013","8.850","8.850","8.850","8.850","0.27%"
"Dec 11, 2013","8.826","8.826","8.826","8.826","-0.10%"
"Dec 10, 2013","8.835","8.835","8.835","8.835","-0.77%"
"Dec 09, 2013","8.904","8.904","8.904","8.904","-2.85%"
"Dec 06, 2013","9.165","9.165","9.165","9.165","0.63%"
"Dec 05, 2013","9.108","9.108","9.108","9.108","0.20%"
"Dec 04, 2013","9.090","9.090","9.090","9.090","0.23%"
"Dec 03, 2013","9.069","9.069","9.069","9.069","0.23%"
"Dec 02, 2013","9.048","9.048","9.048","9.048","0.04%"
